,date,price,open,high,low,volume,change,value,address,mined
47,2010-11-11,0.2,0.2,0.2,0.2,5.03K,0.00%,2,396.0,4556050.0
48,2010-11-12,0.3,0.2,0.3,0.2,40.72K,0.00%,2,299.0,4578850.0
49,2010-11-13,0.3,0.3,0.3,0.3,21.92K,0.00%,2,372.0,4578400.0
50,2010-11-14,0.3,0.3,0.3,0.3,16.84K,0.00%,2,708.0,4601800.0
51,2010-11-15,0.3,0.3,0.3,0.3,8.51K,0.00%,2,4217.0,4601050.0
52,2010-11-16,0.2,0.3,0.3,0.2,33.93K,0.00%,2,3189.0,4623350.0
53,2010-11-17,0.2,0.2,0.3,0.2,32.87K,0.00%,2,459.0,4623450.0
54,2010-11-18,0.3,0.2,0.3,0.2,37.45K,0.00%,2,405.0,4644800.0
55,2010-11-19,0.3,0.3,0.3,0.3,2.16K,0.00%,2,497.0,4645950.0
56,2010-11-20,0.3,0.3,0.3,0.3,14.65K,0.00%,2,668.0,4657300.0
57,2010-11-21,0.3,0.3,0.3,0.3,0.77K,0.00%,2,620.0,4665300.0
58,2010-11-22,0.3,0.3,0.3,0.3,28.21K,0.00%,2,466.0,4672500.0
59,2010-11-23,0.3,0.3,0.3,0.3,4.86K,0.00%,2,525.0,4668250.0
60,2010-11-24,0.3,0.3,0.3,0.3,2.52K,0.00%,2,801.0,4689350.0
61,2010-11-25,0.3,0.3,0.3,0.3,1.68K,0.00%,2,740.0,4690400.0
62,2010-11-26,0.3,0.3,0.3,0.3,33.53K,0.00%,2,1018.0,4708650.0
63,2010-11-27,0.3,0.3,0.3,0.3,1.83K,0.00%,2,661.0,4716950.0
64,2010-11-28,0.3,0.3,0.3,0.3,20.80K,0.00%,2,538.0,4712750.0
65,2010-11-29,0.2,0.3,0.3,0.2,35.06K,0.00%,2,710.0,4738050.0
66,2010-11-30,0.2,0.2,0.2,0.2,21.48K,0.00%,2,602.0,4735250.0
67,2010-12-01,0.2,0.2,0.2,0.2,8.16K,0.00%,2,938.0,4756550.0
68,2010-12-02,0.3,0.2,0.3,0.2,20.31K,0.00%,2,641.0,4757500.0
69,2010-12-03,0.3,0.3,0.3,0.2,2.57K,0.00%,2,708.0,4777100.0
70,2010-12-04,0.2,0.3,0.3,0.2,28.56K,0.00%,2,497.0,4789000.0
71,2010-12-05,0.2,0.2,0.2,0.2,5.74K,0.00%,2,488.0,4779950.0
72,2010-12-06,0.2,0.2,0.2,0.2,4.32K,0.00%,2,507.0,4802350.0
73,2010-12-07,0.2,0.2,0.2,0.2,24.59K,0.00%,2,926.0,4824200.0
74,2010-12-08,0.2,0.2,0.2,0.2,3.43K,0.00%,2,687.0,4824700.0
75,2010-12-09,0.2,0.2,0.2,0.2,21.34K,0.00%,2,632.0,4844200.0
76,2010-12-10,0.2,0.2,0.2,0.2,1.68K,0.00%,2,491.0,4852800.0
77,2010-12-11,0.2,0.2,0.2,0.2,5.79K,0.00%,2,823.0,4846850.0
78,2010-12-12,0.2,0.2,0.2,0.2,1.96K,0.00%,2,1026.0,4869100.0
79,2010-12-13,0.2,0.2,0.2,0.2,6.42K,0.00%,2,1539.0,4869250.0
80,2010-12-14,0.2,0.2,0.2,0.2,10.39K,0.00%,2,966.0,4886200.0
81,2010-12-15,0.2,0.2,0.2,0.2,3.69K,0.00%,2,906.0,4895500.0
82,2010-12-16,0.3,0.2,0.3,0.2,14.36K,0.00%,2,781.0,4892200.0
83,2010-12-17,0.2,0.3,0.2,0.2,0.53K,0.00%,2,634.0,4912050.0
84,2010-12-18,0.2,0.2,0.2,0.2,0.17K,0.00%,2,701.0,4921250.0
85,2010-12-19,0.2,0.2,0.2,0.2,2.00K,0.00%,2,909.0,4914600.0
86,2010-12-20,0.3,0.2,0.3,0.2,10.68K,0.00%,2,1304.0,4939050.0
87,2010-12-21,0.2,0.3,0.3,0.2,9.23K,0.00%,2,900.0,4936900.0
88,2010-12-22,0.3,0.2,0.3,0.2,3.80K,0.00%,2,1057.0,4954100.0
89,2010-12-23,0.3,0.3,0.3,0.2,8.65K,0.00%,2,784.0,4961600.0
90,2010-12-24,0.2,0.3,0.3,0.2,5.03K,0.00%,2,707.0,4959450.0
91,2010-12-25,0.2,0.2,0.3,0.2,0.70K,0.00%,2,915.0,4977050.0
92,2010-12-26,0.3,0.2,0.3,0.2,16.59K,0.00%,2,885.0,4985100.0
93,2010-12-27,0.3,0.3,0.3,0.3,4.94K,0.00%,2,985.0,4981550.0
94,2010-12-28,0.3,0.3,0.3,0.3,15.44K,0.00%,2,868.0,5002150.0
95,2010-12-29,0.3,0.3,0.3,0.3,18.61K,0.00%,2,830.0,5003950.0
96,2010-12-30,0.3,0.3,0.3,0.3,2.54K,0.00%,2,926.0,5018350.0
97,2010-12-31,0.3,0.3,0.3,0.3,1.45K,0.00%,2,741.0,5027250.0
98,2011-01-01,0.3,0.3,0.3,0.3,2.82K,0.00%,2,903.0,5026150.0
99,2011-01-02,0.3,0.3,0.3,0.3,5.35K,0.00%,2,883.0,5044450.0
100,2011-01-03,0.3,0.3,0.3,0.3,1.43K,0.00%,2,1246.0,5051550.0
101,2011-01-04,0.3,0.3,0.3,0.3,1.88K,0.00%,2,939.0,5048400.0
102,2011-01-05,0.3,0.3,0.3,0.3,0.36K,0.00%,2,1390.0,5066400.0
103,2011-01-06,0.3,0.3,0.3,0.3,3.46K,0.00%,2,1021.0,5073600.0
104,2011-01-07,0.3,0.3,0.3,0.3,42.60K,0.00%,2,1096.0,5070550.0
105,2011-01-08,0.3,0.3,0.3,0.3,1.63K,0.00%,2,1313.0,5090800.0
106,2011-01-09,0.3,0.3,0.3,0.3,1.69K,0.00%,2,1230.0,5092650.0
107,2011-01-10,0.3,0.3,0.3,0.3,10.36K,0.00%,2,1281.0,5107250.0
108,2011-01-11,0.3,0.3,0.3,0.3,4.86K,0.00%,2,1395.0,5115600.0
109,2011-01-12,0.3,0.3,0.4,0.3,31.36K,0.00%,2,1104.0,5115050.0
110,2011-01-13,0.3,0.3,0.4,0.3,20.12K,0.00%,2,1521.0,5133550.0
111,2011-01-14,0.4,0.3,0.4,0.3,27.13K,25.94%,2,1436.0,5142150.0
112,2011-01-15,0.4,0.4,0.4,0.4,1.52K,0.00%,2,1273.0,5137300.0
113,2011-01-16,0.4,0.4,0.4,0.4,2.78K,0.00%,2,1374.0,5159450.0
114,2011-01-17,0.3,0.4,0.4,0.3,18.24K,0.00%,2,1177.0,5159550.0
115,2011-01-18,0.3,0.3,0.3,0.3,15.67K,0.00%,2,1280.0,5176100.0
116,2011-01-19,0.3,0.3,0.3,0.3,7.29K,0.00%,2,1388.0,5184500.0
117,2011-01-20,0.4,0.3,0.4,0.3,19.88K,24.60%,2,1280.0,5182000.0
118,2011-01-21,0.4,0.4,0.4,0.4,8.48K,0.00%,2,1807.0,5201600.0
119,2011-01-22,0.4,0.4,0.4,0.4,10.53K,0.00%,2,2035.0,5210100.0
120,2011-01-23,0.4,0.4,0.4,0.4,1.15K,0.00%,2,1770.0,5204300.0
121,2011-01-24,0.4,0.4,0.4,0.4,11.06K,0.00%,2,1878.0,5226900.0
122,2011-01-25,0.4,0.4,0.4,0.4,2.16K,0.00%,2,1296.0,5226400.0
123,2011-01-26,0.4,0.4,0.4,0.4,15.57K,0.00%,2,1419.0,5244650.0
124,2011-01-27,0.4,0.4,0.4,0.4,27.71K,0.00%,2,1502.0,5252800.0
125,2011-01-28,0.4,0.4,0.4,0.4,5.33K,0.00%,2,1550.0,5248600.0
126,2011-01-29,0.4,0.4,0.4,0.4,1.45K,0.00%,2,1928.0,5268500.0
127,2011-01-30,0.5,0.4,0.5,0.4,10.38K,0.00%,2,3057.0,5276000.0
128,2011-01-31,0.5,0.5,0.9,0.5,63.52K,0.00%,2,2075.0,5270700.0
129,2011-02-01,0.7,0.5,0.9,0.5,31.56K,34.62%,2,1766.0,5293050.0
130,2011-02-02,0.7,0.7,0.8,0.7,5.63K,0.00%,2,1339.0,5292800.0
131,2011-02-03,0.7,0.7,0.8,0.7,8.53K,0.00%,2,1113.0,5310000.0
132,2011-02-04,0.8,0.7,0.9,0.7,42.22K,17.54%,2,1332.0,5319150.0
133,2011-02-05,0.9,0.8,0.9,0.8,15.79K,13.44%,2,1353.0,5315300.0
134,2011-02-06,0.9,0.9,0.9,0.8,8.74K,0.00%,2,1232.0,5338200.0
135,2011-02-07,0.9,0.9,0.9,0.8,2.26K,0.00%,2,1209.0,5337400.0
136,2011-02-08,0.9,0.9,0.9,0.9,7.02K,0.00%,2,1262.0,5355950.0
137,2011-02-09,1.1,0.9,1.1,0.8,49.63K,18.74%,2,1916.0,5365400.0
138,2011-02-10,1,1.1,1.1,0.8,26.56K,-10.06%,2,3381.0,5359600.0
139,2011-02-11,1.1,1,1.1,0.9,13.30K,9.15%,2,4145.0,5384450.0
140,2011-02-12,1.1,1.1,1.1,1,4.12K,0.00%,2,3133.0,5381650.0
141,2011-02-13,1,1.1,1.1,1,3.24K,0.00%,2,3082.0,5403950.0
142,2011-02-14,1.1,1,1.1,1,7.10K,0.00%,2,3940.0,5403750.0
143,2011-02-15,1,1.1,1.1,1,8.62K,0.00%,2,3215.0,5426100.0
144,2011-02-16,1,1,1,1,7.19K,0.00%,2,2775.0,5425850.0
145,2011-02-17,1,1,1,1,4.01K,0.00%,2,3301.0,5448900.0
146,2011-02-18,0.9,1,1,0.8,36.95K,-13.57%,2,3436.0,5448150.0
147,2011-02-19,0.9,0.9,1,0.8,3.80K,5.57%,2,2737.0,5467100.0
148,2011-02-20,0.9,0.9,0.9,0.8,9.97K,-10.43%,2,3011.0,5476400.0
149,2011-02-21,0.8,0.9,0.9,0.8,1.70K,0.00%,2,3124.0,5470350.0
150,2011-02-22,0.9,0.8,0.9,0.8,12.10K,0.00%,2,3604.0,5499150.0
151,2011-02-23,0.9,0.9,0.9,0.9,6.72K,0.00%,2,3601.0,5492600.0
152,2011-02-24,1,0.9,1,0.9,13.42K,10.82%,2,3505.0,5520950.0
153,2011-02-25,0.9,1,1,0.9,4.46K,-8.65%,2,3234.0,5514700.0
154,2011-02-26,1,0.9,1,0.9,4.74K,0.00%,2,3363.0,5536700.0
155,2011-02-27,0.9,1,1,0.9,23.27K,-7.10%,2,3448.0,5555400.0
156,2011-02-28,0.9,0.9,0.9,0.8,4.65K,0.00%,2,2896.0,5561900.0
157,2011-03-01,0.9,0.9,1,0.9,22.57K,7.00%,2,5066.0,5558800.0
158,2011-03-02,0.9,0.9,0.9,0.9,2.74K,0.00%,2,3576.0,5579500.0
159,2011-03-03,0.9,0.9,0.9,0.9,2.75K,0.00%,2,4737.0,5580950.0
160,2011-03-04,0.9,0.9,0.9,0.9,2.71K,0.00%,2,3105.0,5602700.0
161,2011-03-05,0.9,0.9,0.9,0.8,12.57K,0.00%,2,3424.0,5603050.0
162,2011-03-06,0.9,0.9,0.9,0.8,12.63K,0.00%,2,3139.0,5627950.0
163,2011-03-07,0.9,0.9,0.9,0.8,15.27K,0.00%,2,3254.0,5625050.0
164,2011-03-08,0.9,0.9,0.9,0.9,4.53K,0.00%,2,3698.0,5645500.0
165,2011-03-09,0.9,0.9,0.9,0.9,4.55K,0.00%,2,3237.0,5647350.0
166,2011-03-10,0.9,0.9,0.9,0.8,8.87K,7.91%,2,2802.0,5658200.0
167,2011-03-11,0.9,0.9,0.9,0.9,3.73K,-5.67%,2,2922.0,5665050.0
168,2011-03-12,0.9,0.9,0.9,0.9,4.82K,0.00%,2,3098.0,5671000.0
169,2011-03-13,0.9,0.9,0.9,0.9,0.66K,0.00%,2,2776.0,5669450.0
170,2011-03-14,0.9,0.9,0.9,0.9,5.27K,0.00%,2,2788.0,5681700.0
171,2011-03-15,0.9,0.9,0.9,0.9,2.73K,0.00%,2,3187.0,5689000.0
172,2011-03-16,0.9,0.9,0.9,0.8,7.93K,0.00%,2,3034.0,5695550.0
173,2011-03-17,0.8,0.9,0.9,0.8,7.16K,0.00%,2,3090.0,5691600.0
174,2011-03-18,0.8,0.8,0.9,0.7,14.23K,0.00%,2,2974.0,5707900.0
175,2011-03-19,0.8,0.8,0.8,0.7,9.88K,-6.31%,2,3061.0,5714150.0
176,2011-03-20,0.7,0.8,0.8,0.7,5.82K,0.00%,2,4319.0,5713800.0
177,2011-03-21,0.8,0.7,0.8,0.7,3.70K,0.00%,2,4514.0,5728200.0
178,2011-03-22,0.8,0.8,0.8,0.7,12.15K,6.59%,2,3743.0,5735600.0
179,2011-03-23,0.8,0.8,0.9,0.8,13.26K,0.00%,2,6710.0,5735900.0
180,2011-03-24,0.9,0.8,0.9,0.8,14.01K,0.00%,2,4254.0,5751300.0
181,2011-03-25,0.9,0.9,0.9,0.9,4.82K,0.00%,2,4019.0,5758350.0
182,2011-03-26,0.9,0.9,0.9,0.8,11.76K,0.00%,2,4709.0,5758250.0
183,2011-03-27,0.8,0.9,0.9,0.8,5.34K,0.00%,2,4643.0,5774150.0
184,2011-03-28,0.8,0.8,0.9,0.8,12.57K,0.00%,2,5190.0,5781850.0
185,2011-03-29,0.8,0.8,0.8,0.8,4.22K,0.00%,2,4511.0,5780450.0
186,2011-03-30,0.8,0.8,0.8,0.8,3.22K,0.00%,2,3525.0,5799750.0
187,2011-03-31,0.8,0.8,0.8,0.8,6.88K,0.00%,2,3999.0,5808500.0
188,2011-04-01,0.8,0.8,0.8,0.8,3.19K,0.00%,2,3137.0,5802850.0
189,2011-04-02,0.8,0.8,0.8,0.8,2.49K,0.00%,2,3148.0,5826300.0
190,2011-04-03,0.8,0.8,0.8,0.8,3.93K,0.00%,2,3474.0,5825250.0
191,2011-04-04,0.7,0.8,0.8,0.6,31.16K,-12.71%,2,4476.0,5845400.0
192,2011-04-05,0.7,0.7,0.7,0.6,9.73K,0.00%,2,4158.0,5852350.0
193,2011-04-06,0.7,0.7,0.8,0.7,8.70K,0.00%,2,3733.0,5848200.0
194,2011-04-07,0.8,0.7,0.8,0.7,10.83K,0.00%,2,3289.0,5868250.0
195,2011-04-08,0.8,0.8,0.8,0.7,18.21K,0.00%,2,3505.0,5876200.0
196,2011-04-09,0.7,0.8,0.8,0.7,12.12K,0.00%,2,3482.0,5870350.0
197,2011-04-10,0.7,0.7,0.8,0.7,5.35K,0.00%,2,3369.0,5892300.0
198,2011-04-11,0.8,0.7,0.8,0.7,14.65K,0.00%,2,3912.0,5892550.0
199,2011-04-12,0.9,0.8,0.9,0.8,48.42K,11.69%,2,4188.0,5910700.0
200,2011-04-13,0.9,0.9,1,0.9,43.40K,7.27%,2,4520.0,5918850.0
201,2011-04-14,1,0.9,1,0.9,31.11K,8.40%,2,5823.0,5914600.0
202,2011-04-15,1,1,1.1,0.9,50.31K,0.00%,2,4024.0,5933950.0
203,2011-04-16,1,1,1.1,1,28.87K,6.07%,2,5234.0,5942850.0
204,2011-04-17,1.1,1,1.1,1,24.23K,5.71%,2,4200.0,5936850.0
205,2011-04-18,1.2,1.1,1.2,1.1,27.48K,0.00%,2,5409.0,5957700.0
206,2011-04-19,1.2,1.2,1.2,1.1,12.56K,0.00%,2,6221.0,5958950.0
207,2011-04-20,1.1,1.2,1.2,1.1,21.35K,-5.00%,2,5252.0,5973150.0
208,2011-04-21,1.2,1.1,1.2,1.1,39.30K,6.14%,2,3915.0,5981800.0
209,2011-04-22,1.4,1.2,1.4,1.2,39.42K,16.53%,2,4107.0,5980950.0
210,2011-04-23,1.7,1.4,2,1.3,66.62K,20.57%,2,4801.0,5998200.0
211,2011-04-24,1.6,1.7,2,1.6,21.54K,-4.12%,2,4530.0,6007600.0
212,2011-04-25,1.6,1.6,1.7,1.5,13.47K,-4.29%,2,4940.0,6003050.0
213,2011-04-26,1.8,1.6,1.8,1.5,24.05K,14.74%,2,6011.0,6026750.0
214,2011-04-27,1.9,1.8,2,1.7,33.06K,6.15%,2,7342.0,6025100.0
215,2011-04-28,2.2,1.9,2.7,1.7,100.24K,16.32%,2,6056.0,6044800.0
216,2011-04-29,2.9,2.2,3,2.2,57.58K,30.32%,2,6586.0,6054050.0
217,2011-04-30,3.5,2.9,4.2,2.8,65.43K,21.53%,2,8009.0,6047100.0
218,2011-05-01,3,3.5,3.9,2.5,45.77K,-13.43%,2,7343.0,6072750.0
219,2011-05-02,3.2,3,3.5,3,18.33K,5.61%,2,5814.0,6069250.0
220,2011-05-03,3.4,3.2,3.5,3.1,16.92K,6.56%,2,5887.0,6092400.0
221,2011-05-04,3.4,3.4,3.6,3.3,17.28K,0.00%,2,6210.0,6091350.0
222,2011-05-05,3.3,3.4,3.5,3.3,15.35K,-2.35%,2,6921.0,6113750.0
223,2011-05-06,3.5,3.3,3.6,3.3,23.02K,3.60%,2,6659.0,6113500.0
224,2011-05-07,3.6,3.5,3.7,3.4,17.83K,5.51%,2,7090.0,6135000.0
225,2011-05-08,3.9,3.6,3.9,3.6,21.13K,6.32%,2,6135.0,6135650.0
226,2011-05-09,3.8,3.9,3.9,3.7,11.52K,-1.81%,2,7306.0,6157450.0
227,2011-05-10,5.8,3.8,6,3.8,56.22K,52.89%,2,6931.0,6157900.0
228,2011-05-11,5.5,5.8,6.1,4.6,52.57K,-5.34%,2,6863.0,6175000.0
229,2011-05-12,6.3,5.5,6.5,5.2,31.72K,14.55%,2,7017.0,6185050.0
230,2011-05-13,8.2,6.3,8.4,6.3,64.00K,30.16%,2,9229.0,6180050.0
231,2011-05-14,7.2,8.2,8.9,5.8,55.39K,-12.20%,2,8737.0,6208850.0
232,2011-05-15,7,7.2,7.8,6.2,18.30K,-2.92%,2,8078.0,6202050.0
233,2011-05-16,8,7,8.5,6.8,44.14K,14.88%,2,11506.0,6233050.0
234,2011-05-17,7.2,8,8.4,7,35.35K,-10.46%,2,10261.0,6224100.0
235,2011-05-18,6.9,7.2,7.5,6.6,25.40K,-4.31%,2,12695.0,6246150.0
236,2011-05-19,6.8,6.9,7.3,6.6,24.44K,-1.02%,2,11771.0,6267450.0
237,2011-05-20,5.6,6.8,7.1,5.6,44.46K,-17.91%,2,11381.0,6268350.0
238,2011-05-21,6.1,5.6,6.5,5.6,31.11K,9.48%,2,10577.0,6290800.0
239,2011-05-22,6.7,6.1,6.8,6,23.87K,9.31%,2,10533.0,6290400.0
240,2011-05-23,7.2,6.7,7.4,6.7,35.28K,6.88%,2,11949.0,6319400.0
241,2011-05-24,7.4,7.2,7.5,7,29.28K,3.78%,2,12952.0,6312600.0
242,2011-05-25,8.4,7.4,9.3,7.2,64.05K,13.21%,2,14348.0,6334600.0
243,2011-05-26,8.8,8.4,9,8,28.65K,4.76%,2,14242.0,6359800.0
244,2011-05-27,8.5,8.8,8.8,8.5,14.43K,-3.41%,2,10599.0,6356650.0
245,2011-05-28,8.3,8.5,8.7,8.1,12.25K,-2.35%,2,11415.0,6376200.0
246,2011-05-29,8.4,8.3,8.5,8.1,7.49K,1.57%,2,11036.0,6383850.0
247,2011-05-30,8.8,8.4,9,8.3,17.68K,4.39%,2,12428.0,6378750.0
248,2011-05-31,8.7,8.8,9.5,8.1,45.79K,-0.68%,2,13850.0,6400250.0
249,2011-06-01,9.6,8.7,9.7,8.3,43.48K,9.50%,2,13657.0,6400900.0
250,2011-06-02,10.6,9.6,10.9,9.5,41.05K,10.76%,2,15288.0,6419900.0
251,2011-06-03,14.3,10.6,14.5,10.6,72.98K,34.81%,2,17582.0,6430700.0
252,2011-06-04,18.9,14.3,18.9,14,44.48K,32.19%,2,19181.0,6422950.0
253,2011-06-05,16.7,18.9,19,16.2,24.28K,-11.59%,2,17585.0,6453600.0
254,2011-06-06,18.5,16.7,19.2,16.5,55.09K,11.08%,2,20676.0,6445000.0
255,2011-06-07,23.9,18.5,24.3,18.3,53.72K,28.95%,2,18723.0,6471200.0
256,2011-06-08,29.6,23.9,31.9,22.2,104.93K,23.75%,2,27013.0,6467050.0
257,2011-06-09,28.9,29.6,31.5,26.1,62.93K,-2.30%,2,26012.0,6493100.0
258,2011-06-10,24,28.9,29.4,20,92.21K,-17.19%,2,23862.0,6489100.0
259,2011-06-11,14.6,24,24,13,121.87K,-38.83%,2,23329.0,6516600.0
260,2011-06-12,18.5,14.6,25,10.3,151.19K,26.62%,2,26680.0,6511100.0
261,2011-06-13,19.8,18.5,24.5,16,73.42K,6.95%,2,25460.0,6540100.0
262,2011-06-14,19.3,19.8,20.5,18,36.16K,-2.82%,2,29187.0,6533200.0
263,2011-06-15,19.5,19.3,20,19,27.71K,1.09%,2,27126.0,6555250.0
264,2011-06-16,17,19.5,19.9,17,49.20K,-12.78%,2,28463.0,6573250.0
265,2011-06-17,15.7,17,18.3,13,108.62K,-7.76%,2,25713.0,6583350.0
266,2011-06-18,16.9,15.7,17,15.1,35.54K,7.72%,2,25771.0,6577250.0
267,2011-06-19,17.5,16.9,18.9,16.9,30.18K,3.67%,2,27371.0,6605900.0
268,2011-06-20,17.5,17.5,17.5,17.5,-,0.00%,2,25591.0,6599250.0
269,2011-06-21,17.5,17.5,17.5,17.5,-,0.00%,2,24486.0,6630950.0
270,2011-06-22,17.5,17.5,17.5,17.5,-,0.00%,2,26303.0,6621350.0
271,2011-06-23,17.5,17.5,17.5,17.5,-,0.00%,2,23864.0,6643550.0
272,2011-06-24,17.5,17.5,17.5,17.5,-,0.00%,2,25067.0,6662400.0
273,2011-06-25,17.5,17.5,17.5,17.5,-,0.00%,2,22254.0,6670150.0
274,2011-06-26,16.5,17.5,17.5,14,15.05K,-6.05%,2,23338.0,6665550.0
275,2011-06-27,16.8,16.5,18,15,31.45K,1.82%,2,28631.0,6685800.0
276,2011-06-28,17,16.8,17.5,16.5,24.40K,1.19%,2,25983.0,6687550.0
277,2011-06-29,16.9,17,17.2,16.7,21.04K,-0.59%,2,24028.0,6703700.0
278,2011-06-30,16.1,16.9,17,15.7,34.96K,-4.45%,2,23070.0,6712700.0
279,2011-07-01,15.4,16.1,16.7,15.3,33.28K,-4.35%,2,30042.0,6709600.0
280,2011-07-02,15.4,15.4,15.8,15.3,19.45K,0.00%,2,32112.0,6729450.0
281,2011-07-03,15.4,15.4,15.7,15.3,16.79K,0.00%,2,22129.0,6737650.0
282,2011-07-04,13.9,15.4,15.5,13.1,52.28K,-10.23%,2,23440.0,6731650.0
283,2011-07-05,12.9,13.9,15,11,84.08K,-6.85%,2,23168.0,6753000.0
284,2011-07-06,14.8,12.9,16.5,12.7,111.82K,14.48%,2,26752.0,6753650.0
285,2011-07-07,14.8,14.8,15.9,14.5,54.47K,0.00%,2,22771.0,6767150.0
286,2011-07-08,14.3,14.8,15.6,13.9,34.85K,-3.18%,2,24399.0,6775050.0
287,2011-07-09,14.4,14.3,14.7,14,11.91K,0.49%,2,22511.0,6775650.0
288,2011-07-10,14.9,14.4,15.7,14.4,45.28K,3.62%,2,28441.0,6789700.0
289,2011-07-11,14.2,14.9,15.2,13.8,49.16K,-4.63%,2,25505.0,6796900.0
290,2011-07-12,14,14.2,14.6,13.9,26.36K,-1.41%,2,22750.0,6797650.0
291,2011-07-13,13.9,14,14.1,13.9,10.34K,-0.43%,2,26808.0,6813750.0
292,2011-07-14,14,13.9,14.1,13.7,17.66K,0.00%,2,28682.0,6821800.0
293,2011-07-15,13.8,14,14.1,13.5,24.82K,-1.29%,2,24115.0,6819700.0
294,2011-07-16,13.7,13.8,13.8,13.5,17.26K,-0.65%,2,23674.0,6838200.0
