Date,Value
2012-02-18,2003
2012-02-17,1967
2012-02-16,1943
2012-02-15,1894
2012-02-14,1861
2012-02-13,1845
2012-02-12,1815
2012-02-11,1772
2012-02-10,1745
2012-02-09,1713
2012-02-08,1666
2012-02-07,1626
2012-02-06,1587
2012-02-05,1514
2012-02-04,1514
2012-02-03,1463
2012-02-02,1425
2012-02-01,1392
2012-01-31,1364
2012-01-30,1329
2012-01-29,1294
2012-01-28,1268
2012-01-27,1242
2012-01-26,1217
2012-01-25,1184
2012-01-24,1169
2012-01-23,1163
2012-01-22,1111
2012-01-21,1071
2012-01-20,1029
2012-01-19,962
2012-01-18,962
2012-01-17,926
2012-01-16,884
2012-01-15,836
2012-01-14,785
2012-01-13,758
2012-01-12,740
2012-01-11,710
2012-01-10,672
2012-01-09,635
2012-01-08,603
2012-01-07,556
2012-01-06,517
2012-01-05,497
2012-01-04,483
2012-01-03,451
2012-01-02,420
2012-01-01,420
2011-12-31,412
2011-12-30,406
2011-12-29,406
2011-12-28,400
2011-12-27,382
2011-12-26,369
2011-12-25,352
2011-12-24,337
2011-12-23,329
2011-12-22,318
2011-12-21,291
2011-12-20,265
2011-12-19,242
2011-12-18,229
2011-12-17,222
2011-12-16,205
2011-12-15,205
2011-12-14,185
2011-12-13,153
2011-12-12,127
2011-12-11,118
2011-12-10,112
2011-12-09,95
2011-12-08,80
2011-12-07,60
2011-12-06,58
2011-12-05,38
2011-12-04,28
2011-12-03,28
2011-12-02,23
2011-12-01,22
2011-11-30,13
2011-11-29,8
2011-11-28,2
2011-11-27,2
2011-11-26,2
2011-11-25,2
2011-11-24,2
2011-11-23,2
2011-11-22,2
2011-11-21,2
2011-11-20,2
2011-11-19,2
2011-11-18,2
2011-11-17,2
2011-11-16,2
2011-11-15,2
2011-11-14,2
2011-11-13,2
2011-11-12,2
2011-11-11,2
2011-11-10,2
2011-11-09,2
2011-11-08,2
2011-11-07,2
2011-11-06,2
2011-11-05,2
2011-11-04,2
2011-11-03,2
2011-11-02,2
2011-11-01,2
2011-10-31,2
2011-10-30,2
2011-10-29,2
2011-10-28,2
2011-10-27,2
2011-10-26,2
2011-10-25,2
2011-10-24,2
2011-10-23,2
2011-10-22,2
2011-10-21,2
2011-10-20,2
2011-10-19,2
2011-10-18,2
2011-10-17,2
2011-10-16,2
2011-10-15,2
2011-10-14,2
2011-10-13,2
2011-10-12,2
2011-10-11,2
2011-10-10,2
2011-10-09,2
2011-10-08,2
2011-10-07,2
2011-10-06,2
2011-10-05,2
2011-10-04,2
2011-10-03,2
2011-10-02,2
2011-10-01,2
2011-09-30,2
2011-09-29,2
2011-09-28,2
2011-09-27,2
2011-09-26,2
2011-09-25,2
2011-09-24,2
2011-09-23,2
2011-09-22,2
2011-09-21,2
2011-09-20,2
2011-09-19,2
2011-09-18,2
2011-09-17,2
2011-09-16,2
2011-09-15,2
2011-09-14,2
2011-09-13,2
2011-09-12,2
2011-09-11,2
2011-09-10,2
2011-09-09,2
2011-09-08,2
2011-09-07,2
2011-09-06,2
2011-09-05,2
2011-09-04,2
2011-09-03,2
2011-09-02,2
2011-09-01,2
2011-08-31,2
2011-08-30,2
2011-08-29,2
2011-08-28,2
2011-08-27,2
2011-08-26,2
2011-08-25,2
2011-08-24,2
2011-08-23,2
2011-08-22,2
2011-08-21,2
2011-08-20,2
2011-08-19,2
2011-08-18,2
2011-08-17,2
2011-08-16,2
2011-08-15,2
2011-08-14,2
2011-08-13,2
2011-08-12,2
2011-08-11,2
2011-08-10,2
2011-08-09,2
2011-08-08,2
2011-08-07,2
2011-08-06,2
2011-08-05,2
2011-08-04,2
2011-08-03,2
2011-08-02,2
2011-08-01,2
2011-07-31,2
2011-07-30,2
2011-07-29,2
2011-07-28,2
2011-07-27,2
2011-07-26,2
2011-07-25,2
2011-07-24,2
2011-07-23,2
2011-07-22,2
2011-07-21,2
2011-07-20,2
2011-07-19,2
2011-07-18,2
2011-07-17,2
2011-07-16,2
2011-07-15,2
2011-07-14,2
2011-07-13,2
2011-07-12,2
2011-07-11,2
2011-07-10,2
2011-07-09,2
2011-07-08,2
2011-07-07,2
2011-07-06,2
2011-07-05,2
2011-07-04,2
2011-07-03,2
2011-07-02,2
2011-07-01,2
2011-06-30,2
2011-06-29,2
2011-06-28,2
2011-06-27,2
2011-06-26,2
2011-06-25,2
2011-06-24,2
2011-06-23,2
2011-06-22,2
2011-06-21,2
2011-06-20,2
2011-06-19,2
2011-06-18,2
2011-06-17,2
2011-06-16,2
2011-06-15,2
2011-06-14,2
2011-06-13,2
2011-06-12,2
2011-06-11,2
2011-06-10,2
2011-06-09,2
2011-06-08,2
2011-06-07,2
2011-06-06,2
2011-06-05,2
2011-06-04,2
2011-06-03,2
2011-06-02,2
2011-06-01,2
2011-05-31,2
2011-05-30,2
2011-05-29,2
2011-05-28,2
2011-05-27,2
2011-05-26,2
2011-05-25,2
2011-05-24,2
2011-05-23,2
2011-05-22,2
2011-05-21,2
2011-05-20,2
2011-05-19,2
2011-05-18,2
2011-05-17,2
2011-05-16,2
2011-05-15,2
2011-05-14,2
2011-05-13,2
2011-05-12,2
2011-05-11,2
2011-05-10,2
2011-05-09,2
2011-05-08,2
2011-05-07,2
2011-05-06,2
2011-05-05,2
2011-05-04,2
2011-05-03,2
2011-05-02,2
2011-05-01,2
2011-04-30,2
2011-04-29,2
2011-04-28,2
2011-04-27,2
2011-04-26,2
2011-04-25,2
2011-04-24,2
2011-04-23,2
2011-04-22,2
2011-04-21,2
2011-04-20,2
2011-04-19,2
2011-04-18,2
2011-04-17,2
2011-04-16,2
2011-04-15,2
2011-04-14,2
2011-04-13,2
2011-04-12,2
2011-04-11,2
2011-04-10,2
2011-04-09,2
2011-04-08,2
2011-04-07,2
2011-04-06,2
2011-04-05,2
2011-04-04,2
2011-04-03,2
2011-04-02,2
2011-04-01,2
2011-03-31,2
2011-03-30,2
2011-03-29,2
2011-03-28,2
2011-03-27,2
2011-03-26,2
2011-03-25,2
2011-03-24,2
2011-03-23,2
2011-03-22,2
2011-03-21,2
2011-03-20,2
2011-03-19,2
2011-03-18,2
2011-03-17,2
2011-03-16,2
2011-03-15,2
2011-03-14,2
2011-03-13,2
2011-03-12,2
2011-03-11,2
2011-03-10,2
2011-03-09,2
2011-03-08,2
2011-03-07,2
2011-03-06,2
2011-03-05,2
2011-03-04,2
2011-03-03,2
2011-03-02,2
2011-03-01,2
2011-02-28,2
2011-02-27,2
2011-02-26,2
2011-02-25,2
2011-02-24,2
2011-02-23,2
2011-02-22,2
2011-02-21,2
2011-02-20,2
2011-02-19,2
2011-02-18,2
2011-02-17,2
2011-02-16,2
2011-02-15,2
2011-02-14,2
2011-02-13,2
2011-02-12,2
2011-02-11,2
2011-02-10,2
2011-02-09,2
2011-02-08,2
2011-02-07,2
2011-02-06,2
2011-02-05,2
2011-02-04,2
2011-02-03,2
2011-02-02,2
2011-02-01,2
2011-01-31,2
2011-01-30,2
2011-01-29,2
2011-01-28,2
2011-01-27,2
2011-01-26,2
2011-01-25,2
2011-01-24,2
2011-01-23,2
2011-01-22,2
2011-01-21,2
2011-01-20,2
2011-01-19,2
2011-01-18,2
2011-01-17,2
2011-01-16,2
2011-01-15,2
2011-01-14,2
2011-01-13,2
2011-01-12,2
2011-01-11,2
2011-01-10,2
2011-01-09,2
2011-01-08,2
2011-01-07,2
2011-01-06,2
2011-01-05,2
2011-01-04,2
2011-01-03,2
2011-01-02,2
2011-01-01,2
2010-12-31,2
2010-12-30,2
2010-12-29,2
2010-12-28,2
2010-12-27,2
2010-12-26,2
2010-12-25,2
2010-12-24,2
2010-12-23,2
2010-12-22,2
2010-12-21,2
2010-12-20,2
2010-12-19,2
2010-12-18,2
2010-12-17,2
2010-12-16,2
2010-12-15,2
2010-12-14,2
2010-12-13,2
2010-12-12,2
2010-12-11,2
2010-12-10,2
2010-12-09,2
2010-12-08,2
2010-12-07,2
2010-12-06,2
2010-12-05,2
2010-12-04,2
2010-12-03,2
2010-12-02,2
2010-12-01,2
2010-11-30,2
2010-11-29,2
2010-11-28,2
2010-11-27,2
2010-11-26,2
2010-11-25,2
2010-11-24,2
2010-11-23,2
2010-11-22,2
2010-11-21,2
2010-11-20,2
2010-11-19,2
2010-11-18,2
2010-11-17,2
2010-11-16,2
2010-11-15,2
2010-11-14,2
2010-11-13,2
2010-11-12,2
2010-11-11,2
2010-11-10,2
2010-11-09,2
2010-11-08,2
2010-11-07,2
2010-11-06,2
2010-11-05,2
2010-11-04,2
2010-11-03,2
2010-11-02,2
2010-11-01,2
2010-10-31,2
2010-10-30,2
2010-10-29,2
2010-10-28,2
2010-10-27,2
2010-10-26,2
2010-10-25,2
2010-10-24,2
2010-10-23,2
2010-10-22,2
2010-10-21,2
2010-10-20,2
2010-10-19,2
2010-10-18,2
2010-10-17,2
2010-10-16,2
2010-10-15,2
2010-10-14,2
2010-10-13,2
2010-10-12,2
2010-10-11,2
2010-10-10,2
2010-10-09,2
2010-10-08,2
2010-10-07,2
2010-10-06,2
2010-10-05,2
2010-10-04,2
2010-10-03,2
2010-10-02,2
2010-10-01,2
2010-09-30,2
2010-09-29,2
2010-09-28,2
2010-09-27,2
2010-09-26,2
2010-09-25,2
2010-09-24,2
2010-09-23,2
2010-09-22,2
2010-09-21,2
2010-09-20,2
2010-09-19,2
2010-09-18,2
2010-09-17,2
2010-09-16,2
2010-09-15,2
2010-09-14,2
2010-09-13,2
2010-09-12,2
2010-09-11,2
2010-09-10,2
2010-09-09,2
2010-09-08,2
2010-09-07,2
2010-09-06,2
2010-09-05,2
2010-09-04,2
2010-09-03,2
2010-09-02,2
2010-09-01,2
2010-08-31,2
2010-08-30,2
2010-08-29,2
2010-08-28,2
2010-08-27,2
2010-08-26,2
2010-08-25,2
2010-08-24,2
2010-08-23,2
2010-08-22,2
2010-08-21,2
2010-08-20,2
2010-08-19,2
2010-08-18,2
2010-08-17,2
2010-08-16,2
2010-08-15,2
2010-08-14,2
2010-08-13,2
2010-08-12,2
2010-08-11,2
2010-08-10,2
2010-08-09,2
2010-08-08,2
2010-08-07,2
2010-08-06,2
2010-08-05,2
2010-08-04,2
2010-08-03,2
2010-08-02,2
2010-08-01,2
2010-07-31,2
2010-07-30,2
2010-07-29,2
2010-07-28,2
2010-07-27,2
2010-07-26,2
2010-07-25,2
2010-07-24,2
2010-07-23,2
2010-07-22,2
2010-07-21,2
2010-07-20,2
2010-07-19,2
2010-07-18,2
2010-07-17,2
2010-07-16,2
2010-07-15,2
2010-07-14,2
2010-07-13,2
2010-07-12,2
2010-07-11,2
2010-07-10,2
2010-07-09,2
2010-07-08,2
2010-07-07,2
2010-07-06,2
2010-07-05,2
2010-07-04,2
2010-07-03,2
2010-07-02,2
2010-07-01,2
2010-06-30,2
2010-06-29,2
2010-06-28,2
2010-06-27,2
2010-06-26,2
2010-06-25,2
2010-06-24,2
2010-06-23,2
2010-06-22,2
2010-06-21,2
2010-06-20,2
2010-06-19,2
2010-06-18,2
2010-06-17,2
2010-06-16,2
2010-06-15,2
2010-06-14,2
2010-06-13,2
2010-06-12,2
2010-06-11,2
2010-06-10,2
2010-06-09,2
2010-06-08,2
2010-06-07,2
2010-06-06,2
2010-06-05,2
2010-06-04,2
2010-06-03,2
2010-06-02,2
2010-06-01,2
2010-05-31,2
2010-05-30,2
2010-05-29,2
2010-05-28,2
2010-05-27,2
2010-05-26,2
2010-05-25,2
2010-05-24,2
2010-05-23,2
2010-05-22,2
2010-05-21,2
2010-05-20,2
2010-05-19,2
2010-05-18,2
2010-05-17,2
2010-05-16,2
2010-05-15,2
2010-05-14,2
2010-05-13,2
2010-05-12,2
2010-05-11,2
2010-05-10,2
2010-05-09,2
2010-05-08,2
2010-05-07,2
2010-05-06,2
2010-05-05,2
2010-05-04,2
2010-05-03,2
2010-05-02,2
2010-05-01,2
2010-04-30,2
2010-04-29,2
2010-04-28,2
2010-04-27,2
2010-04-26,2
2010-04-25,2
2010-04-24,2
2010-04-23,2
2010-04-22,2
2010-04-21,2
2010-04-20,2
2010-04-19,2
2010-04-18,2
2010-04-17,2
2010-04-16,2
2010-04-15,2
2010-04-14,2
2010-04-13,2
2010-04-12,2
2010-04-11,2
2010-04-10,2
2010-04-09,2
2010-04-08,2
2010-04-07,2
2010-04-06,2
2010-04-05,2
2010-04-04,2
2010-04-03,2
2010-04-02,2
2010-04-01,2
2010-03-31,2
2010-03-30,2
2010-03-29,2
2010-03-28,2
2010-03-27,2
2010-03-26,2
2010-03-25,2
2010-03-24,2
2010-03-23,2
2010-03-22,2
2010-03-21,2
2010-03-20,2
2010-03-19,2
2010-03-18,2
2010-03-17,2
2010-03-16,2
2010-03-15,2
2010-03-14,2
2010-03-13,2
2010-03-12,2
2010-03-11,2
2010-03-10,2
2010-03-09,2
2010-03-08,2
2010-03-07,2
2010-03-06,2
2010-03-05,2
2010-03-04,2
2010-03-03,2
2010-03-02,2
2010-03-01,2
2010-02-28,2
2010-02-27,2
2010-02-26,2
2010-02-25,2
2010-02-24,2
2010-02-23,2
2010-02-22,2
2010-02-21,2
2010-02-20,2
2010-02-19,2
2010-02-18,2
2010-02-17,2
2010-02-16,2
2010-02-15,2
2010-02-14,2
2010-02-13,2
2010-02-12,2
2010-02-11,2
2010-02-10,2
2010-02-09,2
2010-02-08,2
2010-02-07,2
2010-02-06,2
2010-02-05,2
2010-02-04,2
2010-02-03,2
2010-02-02,2
2010-02-01,2
2010-01-31,2
2010-01-30,2
2010-01-29,2
2010-01-28,2
2010-01-27,2
2010-01-26,2
2010-01-25,2
2010-01-24,2
2010-01-23,2
2010-01-22,2
2010-01-21,2
2010-01-20,2
2010-01-19,2
2010-01-18,2
2010-01-17,2
2010-01-16,2
2010-01-15,2
2010-01-14,2
2010-01-13,2
2010-01-12,2
2010-01-11,2
2010-01-10,2
2010-01-09,2
2010-01-08,2
2010-01-07,2
2010-01-06,2
2010-01-05,2
2010-01-04,2
2010-01-03,2
2010-01-02,2
2010-01-01,2
2009-12-31,2
2009-12-30,2
2009-12-29,2
2009-12-28,2
2009-12-27,2
2009-12-26,2
2009-12-25,2
2009-12-24,2
2009-12-23,2
2009-12-22,2
2009-12-21,2
2009-12-20,2
2009-12-19,2
2009-12-18,2
2009-12-17,2
2009-12-16,2
2009-12-15,2
2009-12-14,2
2009-12-13,2
2009-12-12,2
2009-12-11,2
2009-12-10,2
2009-12-09,2
2009-12-08,2
2009-12-07,2
2009-12-06,2
2009-12-05,2
2009-12-04,2
2009-12-03,2
2009-12-02,2
2009-12-01,2
2009-11-30,2
2009-11-29,2
2009-11-28,2
2009-11-27,2
2009-11-26,2
2009-11-25,2
2009-11-24,2
2009-11-23,2
2009-11-22,2
2009-11-21,2
2009-11-20,2
2009-11-19,2
2009-11-18,2
2009-11-17,2
2009-11-16,2
2009-11-15,2
2009-11-14,2
2009-11-13,2
2009-11-12,2
2009-11-11,2
2009-11-10,2
2009-11-09,2
2009-11-08,2
2009-11-07,2
2009-11-06,2
2009-11-05,2
2009-11-04,2
2009-11-03,2
2009-11-02,2
2009-11-01,2
2009-10-31,2
2009-10-30,2
2009-10-29,2
2009-10-28,2
2009-10-27,2
2009-10-26,2
2009-10-25,2
2009-10-24,2
2009-10-23,2
2009-10-22,2
2009-10-21,2
2009-10-20,2
2009-10-19,2
2009-10-18,2
2009-10-17,2
2009-10-16,2
2009-10-15,2
2009-10-14,2
2009-10-13,2
2009-10-12,2
2009-10-11,2
2009-10-10,2
2009-10-09,2
2009-10-08,2
2009-10-07,2
2009-10-06,2
2009-10-05,2
2009-10-04,2
2009-10-03,2
2009-10-02,2
2009-10-01,2
2009-09-30,2
2009-09-29,2
2009-09-28,2
2009-09-27,2
2009-09-26,2
2009-09-25,2
2009-09-24,2
2009-09-23,2
2009-09-22,2
2009-09-21,2
2009-09-20,2
2009-09-19,2
2009-09-18,2
2009-09-17,2
2009-09-16,2
2009-09-15,2
2009-09-14,2
2009-09-13,2
2009-09-12,2
2009-09-11,2
2009-09-10,2
2009-09-09,2
2009-09-08,2
2009-09-07,2
2009-09-06,2
2009-09-05,2
2009-09-04,2
2009-09-03,2
2009-09-02,2
2009-09-01,2
2009-08-31,2
2009-08-30,2
2009-08-29,2
2009-08-28,2
2009-08-27,2
2009-08-26,2
2009-08-25,2
2009-08-24,2
2009-08-23,2
2009-08-22,2
2009-08-21,2
2009-08-20,2
2009-08-19,2
2009-08-18,2
2009-08-17,2
2009-08-16,2
2009-08-15,2
2009-08-14,2
2009-08-13,2
2009-08-12,2
2009-08-11,2
2009-08-10,2
2009-08-09,2
2009-08-08,2
2009-08-07,2
2009-08-06,2
2009-08-05,2
2009-08-04,2
2009-08-03,2
2009-08-02,2
2009-08-01,2
2009-07-31,2
2009-07-30,2
2009-07-29,2
2009-07-28,2
2009-07-27,2
2009-07-26,2
2009-07-25,2
2009-07-24,2
2009-07-23,2
2009-07-22,2
2009-07-21,2
2009-07-20,2
2009-07-19,2
2009-07-18,2
2009-07-17,2
2009-07-16,2
2009-07-15,2
2009-07-14,2
2009-07-13,2
2009-07-12,2
2009-07-11,2
2009-07-10,2
2009-07-09,2
2009-07-08,2
2009-07-07,2
2009-07-06,2
2009-07-05,2
2009-07-04,2
2009-07-03,2
2009-07-02,2
2009-07-01,2
2009-06-30,2
2009-06-29,2
2009-06-28,2
2009-06-27,2
2009-06-26,2
2009-06-25,2
2009-06-24,2
2009-06-23,2
2009-06-22,2
2009-06-21,2
2009-06-20,2
2009-06-19,2
2009-06-18,2
2009-06-17,2
2009-06-16,2
2009-06-15,2
2009-06-14,2
2009-06-13,2
2009-06-12,2
2009-06-11,2
2009-06-10,2
2009-06-09,2
2009-06-08,2
2009-06-07,2
2009-06-06,2
2009-06-05,2
2009-06-04,2
2009-06-03,2
2009-06-02,2
2009-06-01,2
2009-05-31,2
2009-05-30,2
2009-05-29,2
2009-05-28,2
2009-05-27,2
2009-05-26,2
2009-05-25,2
2009-05-24,2
2009-05-23,2
2009-05-22,2
2009-05-21,2
2009-05-20,2
2009-05-19,2
2009-05-18,2
2009-05-17,2
2009-05-16,2
2009-05-15,2
2009-05-14,2
2009-05-13,2
2009-05-12,2
2009-05-11,2
2009-05-10,2
2009-05-09,2
2009-05-08,2
2009-05-07,2
2009-05-06,2
2009-05-05,2
2009-05-04,2
2009-05-03,2
2009-05-02,2
2009-05-01,2
2009-04-30,2
2009-04-29,2
2009-04-28,2
2009-04-27,2
2009-04-26,2
2009-04-25,2
2009-04-24,2
2009-04-23,2
2009-04-22,2
2009-04-21,2
2009-04-20,2
2009-04-19,2
2009-04-18,2
2009-04-17,2
2009-04-16,2
2009-04-15,2
2009-04-14,2
2009-04-13,2
2009-04-12,2
2009-04-11,2
2009-04-10,2
2009-04-09,2
2009-04-08,2
2009-04-07,2
2009-04-06,2
2009-04-05,2
2009-04-04,2
2009-04-03,2
2009-04-02,2
2009-04-01,2
2009-03-31,2
2009-03-30,2
2009-03-29,2
2009-03-28,2
2009-03-27,2
2009-03-26,2
2009-03-25,2
2009-03-24,2
2009-03-23,2
2009-03-22,2
2009-03-21,2
2009-03-20,2
2009-03-19,2
2009-03-18,2
2009-03-17,2
2009-03-16,2
2009-03-15,2
2009-03-14,2
2009-03-13,2
2009-03-12,2
2009-03-11,2
2009-03-10,2
2009-03-09,2
2009-03-08,2
2009-03-07,2
2009-03-06,2
2009-03-05,2
2009-03-04,2
2009-03-03,2
2009-03-02,2
2009-03-01,2
2009-02-28,2
2009-02-27,2
2009-02-26,2
2009-02-25,2
2009-02-24,2
2009-02-23,2
2009-02-22,2
2009-02-21,2
2009-02-20,2
2009-02-19,2
2009-02-18,2
2009-02-17,2
2009-02-16,2
2009-02-15,2
2009-02-14,2
2009-02-13,2
2009-02-12,2
2009-02-11,2
2009-02-10,2
2009-02-09,2
2009-02-08,2
2009-02-07,2
2009-02-06,2
2009-02-05,2
2009-02-04,2
2009-02-03,2
2009-02-02,2
2009-02-01,2
2009-01-31,2
2009-01-30,2
2009-01-29,2
2009-01-28,2
2009-01-27,2
2009-01-26,2
2009-01-25,2
2009-01-24,2
2009-01-23,2
2009-01-22,2
2009-01-21,2
2009-01-20,2
2009-01-19,2
2009-01-18,2
2009-01-17,2
2009-01-16,2
2009-01-15,2
2009-01-14,2
2009-01-13,2
2009-01-12,2
2009-01-11,2
2009-01-10,2
2009-01-09,2
2009-01-08,2
2009-01-07,2
2009-01-06,2
2009-01-05,2
2009-01-04,2
2009-01-03,2
2009-01-02,2
